"country_name"
"几内亚比绍"
"塞内加尔"
"几内亚"
"东帝汶"
"印尼"
"普雷舍沃，梅德韦贾和布亚诺瓦茨解放军"
"Liberation Army of Preševo, Medveđa and Bujanovac"
"利比里亚人和解与民主团结会"
"Liberians United for Reconciliation and Democracy"
"争取利比里亚民主运动"
"Movement for Democracy in Liberia"
"伊斯兰国际旅"
"巴勒斯坦"
"解放巴勒斯坦人民阵线"
"解放巴勒斯坦民主阵线"
"人民解放委员会"
"Popular Resistance Committees"
"预防性安全部队"
"牧民武装部队"
"联合国"
"非洲联盟"
"公义平等运动"
"苏丹解放运动"
"新伊拉克"
"库尔德斯坦民主党"
"库尔德斯坦爱国联盟"
"韩国"
"乌克兰"
"复兴党政权"
"伊拉克基地组织"
"迈赫迪军"
"特殊组织"
"Special Groups (Iraq)"
"巴德尔组织"
"中非"
"联合国维和部队"
"UFDR"
"APRD"
"CPJP"
"FDPC"
"Democratic Front of the Central African People"
"MLCJ"
"金戈威德"
"肯尼亚"
